"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","+/-","H/AB","R","HR","RBI","SO","SB","OBP","TB","GP"
"*02c6c*","Aramis Garcia","ARI","C","1537","FA","33","","18.72","0","-","0%","0%","4/25","3","1","2","9","0",".276","8","8"
"*04244*","Chuckie Robinson","LAD","C","1538","FA","31","","18.63","0","-","1%","0%","5/31","2","1","3","10","0",".212","9","25"
"*0310d*","Billy McKinney","(N/A)","RF","1539","FA","31","","18.59","0","-","0%","0%","4/24","2","1","2","7","0",".259","8","7"
"*05y34*","Tsung-Che Cheng","BOS","2B,SS","1540","FA","24","","18.49","0","462.4","4%","0%","5/27","2","0","2","7","1",".267","6","7"
"*05180*","C.J. Stubbs","TOR","C","1541","FA","29","","18.46","0","-","0%","0%","4/29","3","1","2","12","0",".242","8","8"
"*04aod*","Sebastian Rivero","LAA","C","1542","FA","27","","18.36","1","461.9","1%","0%","6/27","2","0","2","6","0",".250","7","7"
"*06kk9*","Jay Abernathy","(N/A)","2B","1549","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*070ks*","Angel Abreu","CLE","LF","1553","FA","17","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06rta*","Anthony Abreu","MIA","3B","1554","FA","18","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06rhh*","Jesus Abreu","(N/A)","C","1556","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*02i2e*","Jose Abreu","(N/A)","1B","1557","FA","39","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ifk*","Jhorvic Abreus","CLE","2B","1560","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06z51*","Moises Acacio","LAD","2B","1561","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066m4*","Andy Acevedo","WSH","CF","1562","FA","20","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06rlp*","Eduardo Acevedo","(N/A)","RF","1563","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06qzl*","Javier Acevedo","PIT","C,1B","1564","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*072hg*","Jose Luis Acevedo","BAL","SS","1565","FA","17","","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0"
"*051m5*","Stiven Acevedo","(N/A)","RF","1567","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*061tn*","Agustin Acosta","LAD","CF","1572","FA","21","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06uj5*","Angel Acosta","KC","2B","1574","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06xv5*","Cesar Acosta","NYM","C","1575","FA","17","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ro2*","Cristopher Acosta","MIL","SS","1577","FA","18","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*058ls*","Jose Acosta","(N/A)","2B","1578","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rsv*","Julio Acosta","CHC","LF","1579","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05r96*","Victor Acosta","CIN","2B,SS","1580","FA","21","","0","0","-","6%","0%","0","0","0","0","0","0","0","0","0"
"*06rwq*","Yeison Acosta","BAL","C","1581","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05xso*","Bryan Acuna","MIN","3B,SS","1582","FA","20","","0","0","-","6%","0%","0","0","0","0","0","0","0","0","0"
"*04mm0*","Francisco Acuna","SD","SS","1583","FA","26","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06hth*","Josh Adamczewski","MIL","SS","1586","FA","20","","0","0","-","26%","0%","0","0","0","0","0","0","0","0","0"
"*06582*","Luke Adams","MIL","1B,3B","1595","FA","21","","0","2","465.3","35%","0%","0","0","0","0","0","0","0","0","0"
"*06kja*","Bohan Adderley","NYM","SS","1599","FA","19","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06hu2*","Chase Adkison","STL","C","1601","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04pwa*","Ross Adolph","(N/A)","CF","1603","FA","29","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r7b*","Jarren Advincula","(N/A)","2B","1606","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06fzk*","Jonah Advincula","CLE","LF","1607","FA","25","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06zgv*","Bruin Agbayani","MIN","2B","1609","FA","18","","0","0","-","6%","0%","0","0","0","0","0","0","0","0","0"
"*04mkq*","Carlos Aguiar","(N/A)","LF","1614","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*064oa*","Roinny Aguiar","PIT","2B","1615","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05rbc*","Starlin Aguilar","SEA","3B","1617","FA","22","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*066b0*","Tayler Aguilar","(N/A)","LF","1618","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06qzu*","Luis Aguilera","DET","SS","1621","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06uv7*","Hyun Min Ahn","(N/A)","RF","1623","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0622u*","Maui Ahuna","SF","SS","1624","FA","23","NYY Wed 8:05PM","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*06r7x*","Allen Ajoti","LAD","C","1626","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06igz*","Yuto Akihiro","(N/A)","1B","1627","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06kvr*","Luiyin Alastre","MIL","LF,RF","1628","FA","20","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*06mef*","Albert Alberto","(N/A)","RF","1631","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06428*","Alexander Albertus","CHW","3B","1633","FA","21","","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0"
"*06hez*","Lou Albrecht","PHI","C","1634","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rip*","Henniel Alcala","CHC","C","1639","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ukl*","Marcelo Alcala","CHW","CF","1640","FA","19","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*0642a*","Moises Alcala","ARI","C","1641","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06akh*","Alfredo Alcantara","CIN","2B,3B","1644","FA","20","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06uvu*","Derik Alcantara","CHC","LF","1645","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06yr8*","Fabian Alcantara","SD","RF","1647","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05uoo*","Ismael Alcantara","(N/A)","CF","1649","FA","27","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ak2*","Kelvin Alcantara","SEA","RF","1651","FA","20","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*061x3*","Marvin Alcantara","BOS","2B,SS","1652","FA","21","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*02yh9*","Sergio Alcantara","WSH","SS","1654","FA","29","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*051b7*","Carter Aldrete","(N/A)","2B","1658","FA","28","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05rcu*","Fran Alduey","(N/A)","3B","1659","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06bn4*","Eliesbert Alejos","ARI","3B","1663","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*062zk*","Yoanis Aleksandrov","(N/A)","C","1664","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04q23*","CJ Alexander","HOU","3B","1666","FA","29","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06mhw*","Jesus Alexander","SF","1B","1667","FA","20","NYY Wed 8:05PM","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*05ynk*","Michael Alfonso","(N/A)","SS","1671","FA","23","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r5i*","Dayquer Alfonzo","SD","1B","1672","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04ug3*","Eliezer Alfonzo","LAD","C","1673","FA","26","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06rt6*","Eliezer Alfonzo","BOS","2B","1674","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05m6e*","Omar Alfonzo","PIT","C,1B","1675","FA","22","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*02my8*","Anthony Alford","(N/A)","LF,CF,RF","1676","FA","31","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06yzk*","Slate Alford","LAA","UT","1678","FA","23","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*05yeh*","Pablo Aliendo","CHC","C,1B","1679","FA","24","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*03qkr*","Austin Allen","(N/A)","C","1682","FA","32","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05y4h*","Brady Allen","(N/A)","CF","1683","FA","26","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03dez*","Greg Allen","(N/A)","CF","1684","FA","32","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06mc3*","Iverson Allen","PIT","LF","1686","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05t9f*","Jay Allen","CIN","LF,CF","1687","FA","23","","0","0","-","8%","-1%","0","0","0","0","0","0","0","0","0"
"*05tax*","Tanner Allen","(N/A)","1B","1689","FA","27","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0665h*","Giullianno Allende","(N/A)","LF","1690","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*065nv*","Bubba Alleyne","(N/A)","CF","1691","FA","27","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06zeh*","Darwin Almanzar","MIN","3B","1694","FA","18","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*0730r*","Franyel Almanzar","CHC","SS","1695","FA","16","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0737h*","Luis Almanzar","TB","LF,RF","1696","FA","17","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ytu*","Santiago Almao","TEX","2B","1697","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06s3a*","Manuel Almeida","SEA","C","1699","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05u6l*","Luis Almeyda","BAL","3B,SS","1700","FA","19","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*05m1a*","Ariel Almonte","CIN","RF","1702","FA","22","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*06c4v*","Hancel Almonte","(N/A)","1B","1705","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rhg*","Jeremy Almonte","MIA","C","1706","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05gtc*","Jostyn Almonte","NYM","RF","1707","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*02i2o*","Albert Almora Jr.","(N/A)","LF,CF","1710","FA","31","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05r66*","Juan Alonso","(N/A)","CF","1711","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06rqs*","Kuhio Aloy","(N/A)","1B","1712","FA","20","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06c7b*","Wehiwa Aloy","BAL","SS","1713","FA","22","","0","0","-","39%","0%","0","0","0","0","0","0","0","0","0"
"*06krv*","Jose Alpuria","ARI","CF,RF","1714","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066s2*","Leandro Alsinois","CHW","RF","1715","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05uag*","Ramiro Altagracia","(N/A)","CF","1717","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066ot*","Carlos Altuve","(N/A)","1B","1719","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06yty*","Juan Alva","MIA","1B","1720","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06mi8*","Christopher Alvarado","BOS","3B","1721","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*051h2*","Andres Alvarez","(N/A)","SS","1724","FA","28","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*0420k*","Armando Alvarez","(N/A)","3B","1725","FA","31","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06phb*","Edgar Alvarez","CHC","LF","1728","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*067zo*","Erick Alvarez","(N/A)","LF","1730","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06jfc*","Hayden Alvarez","LAA","CF","1732","FA","18","","0","0","-","22%","0%","0","0","0","0","0","0","0","0","0"
"*06psn*","Kevin Alvarez","HOU","CF","1734","FA","18","","0","0","-","41%","+1%","0","0","0","0","0","0","0","0","0"
"*06ifu*","Rafael Alvarez","(N/A)","1B","1737","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*042c4*","Roberto Alvarez","(N/A)","C","1738","FA","26","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r84*","Alexander Alzi","(N/A)","1B","1740","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04pxk*","Daniel Amaral","SEA","CF","1743","FA","28","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05wdl*","Carlos Amaya","(N/A)","C","1745","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04elh*","Jacob Amaya","ARI","SS","1746","FA","27","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*0737j*","Loidel Amaya","ARI","CF","1747","FA","17","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06cgg*","Billy Amick","MIN","1B,3B","1750","FA","23","","0","0","-","18%","0%","0","0","0","0","0","0","0","0","0"
"*06kyb*","Brayan Amoroso","STL","1B","1752","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*066nw*","Edwin Amparo","BAL","2B","1754","FA","0","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06ifj*","Felix Amparo","BAL","2B","1755","FA","19","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06v4w*","Yunior Amparo","NYM","1B","1756","FA","19","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*04psp*","Jake Anchia","(N/A)","C","1757","FA","28","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05yiu*","Antonio Anderson","BOS","1B,3B","1759","FA","20","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*02c63*","Brian Anderson","(N/A)","3B,RF","1761","FA","32","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06r8a*","Colin Anderson","(N/A)","3B","1764","FA","16","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06dqr*","Ethan Anderson","BAL","C,1B","1765","FA","22","","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0"
"*06me6*","Jose Anderson","MIL","CF,RF","1768","FA","19","","0","0","-","11%","0%","0","0","0","0","0","0","0","0","0"
"*064r6*","Bryan Andrade","ATH","3B","1774","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05xst*","EJ Andrews","(N/A)","LF,RF","1778","FA","25","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06ibr*","Ashly Andujar","COL","SS","1782","FA","18","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*06z4f*","Louis Andujar","BOS","3B","1783","FA","18","","0","0","-","3%","0%","0","0","0","0","0","0","0","0","0"
"*051jv*","Euribiel Angeles","ATH","2B,3B,SS","1786","FA","23","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*06v50*","Alan Angulo","KC","2B","1790","FA","18","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*070d8*","Beau Ankeney","DET","1B","1791","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*062e7*","Keaton Anthony","PHI","1B","1795","FA","24","","0","0","-","4%","0%","0","0","0","0","0","0","0","0","0"
"*05y44*","Mike Antico","STL","LF,RF","1796","FA","28","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*05zju*","Ariel Antigua","(N/A)","SS","1797","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06plc*","Sam Antonacci","CHW","2B,3B","1798","FA","23","","0","5","468.9","27%","+2%","0","0","0","0","0","0","0","0","0"
"*060p3*","Donovan Antonia","CIN","2B","1800","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*051e1*","Aaron Antonini","DET","C","1801","FA","27","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*04a1i*","Yasel Antuna","(N/A)","SS","1803","FA","26","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06k7w*","Andreimi Antunez","TB","SS","1804","FA","19","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06r5o*","Brailyn Antunez","MIL","CF","1805","FA","18","","0","0","-","8%","0%","0","0","0","0","0","0","0","0","0"
"*061yx*","Wuilfredo Antunez","CLE","LF,RF","1806","FA","23","","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0"
"*06rno*","Liberts Aponte","CIN","SS","1810","FA","18","","0","0","-","5%","0%","0","0","0","0","0","0","0","0","0"
"*05rgp*","Yhoangel Aponte","TOR","CF,RF","1812","FA","22","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06pgm*","Jackson Appel","CHW","C","1813","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*052ft*","Charlis Aquino","(N/A)","SS","1816","FA","24","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06uwm*","Luis Arana","MIA","3B,SS","1820","FA","17","","0","0","-","9%","0%","0","0","0","0","0","0","0","0","0"
"*0642b*","Nelson Aranguren","(N/A)","1B","1822","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06y7q*","Anderson Araujo","PHI","C","1823","FA","17","","0","0","-","2%","0%","0","0","0","0","0","0","0","0","0"
"*06mv0*","Juan Araujo","(N/A)","2B","1824","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*03nrm*","Jonathan Arauz","(N/A)","2B","1825","FA","27","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*070bm*","Jack Arcamone","(N/A)","C","1828","FA","21","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06qia*","Nathan Archer","CHW","LF","1829","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06k8b*","Pascual Archila","TOR","CF","1831","FA","19","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*0647o*","Silas Ardoin","BAL","C,1B","1834","FA","25","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06ybb*","Anderson Areinamo","HOU","SS","1835","FA","18","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*062l0*","Jadher Areinamo","TB","2B,SS","1836","FA","22","","0","0","462.4","18%","0%","0","0","0","0","0","0","0","0","0"
"*070dw*","Bryan Arendt","ATH","C","1840","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*05xah*","Angel Arevalo","(N/A)","SS","1842","FA","22","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
"*06uow*","Marco Argudin","TEX","CF","1843","FA","20","","0","0","-","1%","0%","0","0","0","0","0","0","0","0","0"
"*06kkn*","Cristian Arguelles","COL","CF","1845","FA","18","","0","0","-","11%","0%","0","0","0","0","0","0","0","0","0"
"*06jhk*","Joaquin Arias Jr.","TEX","LF","1846","FA","19","","0","0","-","0%","0%","0","0","0","0","0","0","0","0","0"
